indicator,year,n,mean_wt_resid,se_wt_resid
GOA Fishery: Large females >= 75 cm,2021,67,-0.02496532383706182,0.019008836998097703
GOA Fishery: Large females >= 75 cm,2022,54,-0.0724616316189206,0.029380747509896995
GOA Fishery: Large females >= 75 cm,2023,42,-0.02010169860561593,0.020505913251323102
GOA LL Survey: Age-4 immature females,1996,37,0.0041171561597808165,0.016150288819702895
GOA LL Survey: Age-4 immature females,1997,23,-0.01670081693398998,0.015311815528043537
GOA LL Survey: Age-4 immature females,1998,54,-0.00348595546538483,0.013391275417614496
GOA LL Survey: Age-4 immature females,1999,60,-0.011413679836032638,0.01048041824645271
GOA LL Survey: Age-4 immature females,2000,37,0.013924556504144807,0.014036527439976762
GOA LL Survey: Age-4 immature females,2001,97,0.03434476071037461,0.010045461055556667
GOA LL Survey: Age-4 immature females,2002,33,-0.0021786737408549116,0.01224380948773744
GOA LL Survey: Age-4 immature females,2003,29,-0.013016054080750156,0.011118731465479705
GOA LL Survey: Age-4 immature females,2004,73,0.03246361026057857,0.014625257820170939
GOA LL Survey: Age-4 immature females,2005,20,-0.008781643562589255,0.0314464082240738
GOA LL Survey: Age-4 immature females,2006,18,0.015057820590840341,0.021962861312143714
GOA LL Survey: Age-4 immature females,2007,33,-0.01980085373041705,0.012048002599435828
GOA LL Survey: Age-4 immature females,2008,32,0.01657089673274357,0.013910493142931883
GOA LL Survey: Age-4 immature females,2009,21,0.043460908542414134,0.03265566779704984
GOA LL Survey: Age-4 immature females,2010,19,0.009443004721456608,0.018626913968366222
GOA LL Survey: Age-4 immature females,2011,28,-0.02479220321550229,0.012509463874530327
GOA LL Survey: Age-4 immature females,2012,36,0.012510180177937832,0.013275235565520087
GOA LL Survey: Age-4 immature females,2013,23,-0.008762239709680241,0.014626446145481541
GOA LL Survey: Age-4 immature females,2014,22,0.009767011916792176,0.018961208207706175
GOA LL Survey: Age-4 immature females,2015,16,-0.04444056916262471,0.01581667983000688
GOA LL Survey: Age-4 immature females,2016,22,-0.0016538759901313517,0.019603496464831522
GOA LL Survey: Age-4 immature females,2017,54,-0.06276245182845244,0.010438488193621077
GOA LL Survey: Age-4 immature females,2018,144,-0.015289460194472018,0.006107337880796764
GOA LL Survey: Age-4 immature females,2019,75,-0.02938647903856624,0.009275855343199442
GOA LL Survey: Age-4 immature females,2020,191,-0.008843867624091442,0.00583098145000941
GOA LL Survey: Age-4 immature females,2021,50,0.026111455529469085,0.009606244974600062
GOA LL Survey: Age-4 immature females,2022,46,-0.03654033341486437,0.009822563541794801
GOA LL Survey: Large females >= 75 cm,1996,676,-0.013295078209681494,0.0036403777416107613
GOA LL Survey: Large females >= 75 cm,1997,397,-2.3649762146130762e-5,0.004998981966766648
GOA LL Survey: Large females >= 75 cm,1998,338,0.01675071292390431,0.00607242206025155
GOA LL Survey: Large females >= 75 cm,1999,417,0.014849972602406085,0.005009688487745453
GOA LL Survey: Large females >= 75 cm,2000,352,0.014911831519365355,0.004633173690211714
GOA LL Survey: Large females >= 75 cm,2001,344,0.007095918946971252,0.005487967431183386
GOA LL Survey: Large females >= 75 cm,2002,323,0.009089746401062226,0.005515391140063867
GOA LL Survey: Large females >= 75 cm,2003,202,-0.009859344181890165,0.007421090126917722
GOA LL Survey: Large females >= 75 cm,2004,187,0.012831503018415727,0.008412432161564863
GOA LL Survey: Large females >= 75 cm,2005,203,-0.016691574181524723,0.007363250322776852
GOA LL Survey: Large females >= 75 cm,2006,259,-0.014225013102694783,0.006241457081455324
GOA LL Survey: Large females >= 75 cm,2007,250,-0.02307076572580281,0.006035589531552446
GOA LL Survey: Large females >= 75 cm,2008,262,-0.005793002113016848,0.0064783516470230855
GOA LL Survey: Large females >= 75 cm,2009,243,-0.013091315483481074,0.006343436981246783
GOA LL Survey: Large females >= 75 cm,2010,289,-0.0031796095437381603,0.005352589263235364
GOA LL Survey: Large females >= 75 cm,2011,270,-0.010783012907198563,0.005805436672120812
GOA LL Survey: Large females >= 75 cm,2012,194,-0.0037932716328776175,0.006820527498995096
GOA LL Survey: Large females >= 75 cm,2013,215,-0.030214705250119798,0.006556493639355103
GOA LL Survey: Large females >= 75 cm,2014,196,-0.0052653468553766,0.00618365378877043
GOA LL Survey: Large females >= 75 cm,2015,162,-0.0364580340567888,0.007384121504794467
GOA LL Survey: Large females >= 75 cm,2016,156,-0.018113847829048995,0.007356786935471364
GOA LL Survey: Large females >= 75 cm,2017,161,-0.026077460413309706,0.007328187342035374
GOA LL Survey: Large females >= 75 cm,2018,97,0.007109163099339784,0.008640231343449538
GOA LL Survey: Large females >= 75 cm,2019,108,-0.01006350941416314,0.00844289340499215
GOA LL Survey: Large females >= 75 cm,2020,117,-0.006443757741587042,0.0072568316482271465
GOA LL Survey: Large females >= 75 cm,2021,101,-0.015607813763339324,0.009635496693029277
GOA LL Survey: Large females >= 75 cm,2022,82,-0.02293952739589152,0.010617446799628984
GOA LL Survey: Large females >= 75 cm,2023,75,0.010731349017813216,0.010685937279441478
