indicator,year,n,mean_wt_resid,se_wt_resid
GOA Fishery: Large females >= 75 cm,2006,380,-0.0301524642567779,0.006923319253806237
GOA Fishery: Large females >= 75 cm,2007,349,-0.027558459758754848,0.0069705117267941635
GOA Fishery: Large females >= 75 cm,2008,373,-0.01130351183993046,0.007960189707571645
GOA Fishery: Large females >= 75 cm,2009,302,-0.01932863711927122,0.007775468406189109
GOA Fishery: Large females >= 75 cm,2010,304,-0.025663584725268005,0.007904466497650269
GOA Fishery: Large females >= 75 cm,2011,237,-0.007553828380119036,0.00874708785099265
GOA Fishery: Large females >= 75 cm,2012,341,-0.03835384548280272,0.006469685896147411
GOA Fishery: Large females >= 75 cm,2013,341,-0.04810883084224651,0.009305001172576226
GOA Fishery: Large females >= 75 cm,2014,385,-0.023562504682736643,0.007682087198338398
GOA Fishery: Large females >= 75 cm,2015,409,-0.036767831104018274,0.007362906220855781
GOA Fishery: Large females >= 75 cm,2016,379,3.370212402549715e-4,0.008314585432173064
GOA Fishery: Large females >= 75 cm,2017,277,-0.015001368867356564,0.007729911542943668
GOA Fishery: Large females >= 75 cm,2018,261,-0.012285352616450786,0.00936946181019495
GOA Fishery: Large females >= 75 cm,2019,190,-0.010787630141344854,0.011221412248092996
GOA Fishery: Large females >= 75 cm,2020,67,0.01632967581509517,0.017723580361894607
GOA Fishery: Large females >= 75 cm,2021,67,-0.025290513750637348,0.019017988975690403
GOA Fishery: Large females >= 75 cm,2022,9,NA,NA
GOA LL Survey: Age-4 immature females,1996,37,0.003285153493132299,0.016145372083355532
GOA LL Survey: Age-4 immature females,1997,23,-0.01765974422527447,0.015312780653635182
GOA LL Survey: Age-4 immature females,1998,54,-0.004651591742216396,0.013399439567540273
GOA LL Survey: Age-4 immature females,1999,60,-0.012583976684056399,0.010486133343991342
GOA LL Survey: Age-4 immature females,2000,37,0.012707981625961566,0.014039224442671779
GOA LL Survey: Age-4 immature females,2001,97,0.033207707113754245,0.010047511011951796
GOA LL Survey: Age-4 immature females,2002,33,-0.003381492299605356,0.012265772461778419
GOA LL Survey: Age-4 immature females,2003,29,-0.014400185705698372,0.011137494960224302
GOA LL Survey: Age-4 immature females,2004,73,0.031236049810589823,0.014632419183494822
GOA LL Survey: Age-4 immature females,2005,20,-0.009924198405833735,0.031438167852195
GOA LL Survey: Age-4 immature females,2006,18,0.013845557063259406,0.021948586198885265
GOA LL Survey: Age-4 immature females,2007,33,-0.020927865384562983,0.012037379302641392
GOA LL Survey: Age-4 immature females,2008,32,0.015362747815783884,0.013904837901581552
GOA LL Survey: Age-4 immature females,2009,21,0.0422066301320343,0.03264508000013884
GOA LL Survey: Age-4 immature females,2010,19,0.008156023292440138,0.018621283835309005
GOA LL Survey: Age-4 immature females,2011,28,-0.026304133243863374,0.012481542567246756
GOA LL Survey: Age-4 immature females,2012,36,0.011085717537162209,0.013251372833899556
GOA LL Survey: Age-4 immature females,2013,23,-0.010205415637100965,0.014630430527374696
GOA LL Survey: Age-4 immature females,2014,22,0.008554881954179167,0.018949472101175417
GOA LL Survey: Age-4 immature females,2015,16,-0.04577062065109001,0.01578460532766269
GOA LL Survey: Age-4 immature females,2016,22,-0.003054224579063522,0.019576154121419106
GOA LL Survey: Age-4 immature females,2017,54,-0.06392527875963495,0.010437864356785804
GOA LL Survey: Age-4 immature females,2018,144,-0.016521362808060134,0.006105340084928748
GOA LL Survey: Age-4 immature females,2019,75,-0.030737308045119646,0.009265803807228606
GOA LL Survey: Age-4 immature females,2020,191,-0.010226660130113878,0.005832121811296717
GOA LL Survey: Age-4 immature females,2021,50,0.024862921060389714,0.00959922959355243
GOA LL Survey: Large females >= 75 cm,1996,676,-0.013108606587391013,0.00364010849133506
GOA LL Survey: Large females >= 75 cm,1997,397,1.6477825109982626e-4,0.0049990639760455905
GOA LL Survey: Large females >= 75 cm,1998,338,0.016939729743989943,0.006072455020590131
GOA LL Survey: Large females >= 75 cm,1999,417,0.015027622476696928,0.005009958589591291
GOA LL Survey: Large females >= 75 cm,2000,352,0.015076733610274885,0.004632992682558006
GOA LL Survey: Large females >= 75 cm,2001,344,0.007270912746070055,0.005488193770925904
GOA LL Survey: Large females >= 75 cm,2002,323,0.009240583633999233,0.005515493562697734
GOA LL Survey: Large females >= 75 cm,2003,202,-0.009686647445509068,0.007420512588000985
GOA LL Survey: Large females >= 75 cm,2004,187,0.013005501071767468,0.008413630199421759
GOA LL Survey: Large females >= 75 cm,2005,203,-0.016519948756381297,0.007364188541337995
GOA LL Survey: Large females >= 75 cm,2006,259,-0.014047812145371255,0.006241161234088582
GOA LL Survey: Large females >= 75 cm,2007,250,-0.022880784302680483,0.006035000320421258
GOA LL Survey: Large females >= 75 cm,2008,262,-0.005610157710110416,0.006478724298301217
GOA LL Survey: Large females >= 75 cm,2009,243,-0.012896844042636198,0.006343017218834552
GOA LL Survey: Large females >= 75 cm,2010,289,-0.003002142292681063,0.005352197296764924
GOA LL Survey: Large females >= 75 cm,2011,270,-0.010611481726421774,0.0058054593495778335
GOA LL Survey: Large females >= 75 cm,2012,194,-0.003627316154256107,0.006820947932746162
GOA LL Survey: Large females >= 75 cm,2013,215,-0.03005464775977028,0.006556192295085083
GOA LL Survey: Large females >= 75 cm,2014,196,-0.00508493700691668,0.006183352876355847
GOA LL Survey: Large females >= 75 cm,2015,162,-0.03628818797343481,0.007384569021099088
GOA LL Survey: Large females >= 75 cm,2016,156,-0.01794047806349963,0.0073578028240834144
GOA LL Survey: Large females >= 75 cm,2017,161,-0.025918820925101112,0.0073294076114181405
GOA LL Survey: Large females >= 75 cm,2018,97,0.007294379651663439,0.008642172889168447
GOA LL Survey: Large females >= 75 cm,2019,108,-0.009873319359746965,0.008442267298494635
GOA LL Survey: Large females >= 75 cm,2020,117,-0.00627687437263277,0.007255671398777298
GOA LL Survey: Large females >= 75 cm,2021,101,-0.015444003556773339,0.00963491491411351
GOA LL Survey: Large females >= 75 cm,2022,82,-0.02320233504260868,0.01062727718113607
