indicator,year,n,mean_wt_resid,se_wt_resid
GOA LL Survey: Large females >= 75 cm,1996,676,-0.013375480651158678,0.0036410728345730925
GOA LL Survey: Large females >= 75 cm,1997,397,-1.0894711304803678e-4,0.0049988036718732545
GOA LL Survey: Large females >= 75 cm,1998,338,0.01666394237249475,0.006072361886585202
GOA LL Survey: Large females >= 75 cm,1999,417,0.014791642261244173,0.005009039144139873
GOA LL Survey: Large females >= 75 cm,2000,352,0.014885396257682848,0.004633665474790661
GOA LL Survey: Large females >= 75 cm,2001,344,0.00704423413208016,0.005487434791715437
GOA LL Survey: Large females >= 75 cm,2002,323,0.009098501552448126,0.0055151752273054095
GOA LL Survey: Large females >= 75 cm,2003,202,-0.009905281723254783,0.0074225761844388905
GOA LL Survey: Large females >= 75 cm,2004,187,0.012782309569183579,0.008409467311384419
GOA LL Survey: Large females >= 75 cm,2005,203,-0.016734831291628997,0.007360947015405189
GOA LL Survey: Large females >= 75 cm,2006,259,-0.014282220249186277,0.006242241581992756
GOA LL Survey: Large females >= 75 cm,2007,250,-0.02315994972350329,0.006037110594247299
GOA LL Survey: Large females >= 75 cm,2008,262,-0.005864329215897619,0.006477458361714082
GOA LL Survey: Large females >= 75 cm,2009,243,-0.013191733549712757,0.006344530822774044
GOA LL Survey: Large females >= 75 cm,2010,289,-0.0032374829597717415,0.005353615191976399
GOA LL Survey: Large females >= 75 cm,2011,270,-0.010826034216970228,0.005805428127909514
GOA LL Survey: Large females >= 75 cm,2012,194,-0.0038223424809828484,0.006819532762666235
GOA LL Survey: Large females >= 75 cm,2013,215,-0.03022901927352222,0.006557298411747197
GOA LL Survey: Large females >= 75 cm,2014,196,-0.0053305826790718686,0.0061844675160824675
GOA LL Survey: Large females >= 75 cm,2015,162,-0.03649683923622418,0.007383059609236095
GOA LL Survey: Large females >= 75 cm,2016,156,-0.01816146929601627,0.007354312443399259
GOA LL Survey: Large females >= 75 cm,2017,161,-0.026088226581400104,0.007325201887433933
GOA LL Survey: Large females >= 75 cm,2018,97,0.007031900855271335,0.008635427284643506
GOA LL Survey: Large females >= 75 cm,2019,108,-0.010153215409414548,0.008444517662972039
GOA LL Survey: Large females >= 75 cm,2020,117,-0.006475150180436578,0.007259832367653872
GOA LL Survey: Large females >= 75 cm,2021,101,-0.015631517119648147,0.00963703939989433
